CaseID$,CNAME,STCODE,CCODE,TOTPOP,TOTMEMB,TOTCHUR,SDA_M,SDA_C,AOG_M,AOG_C,ABC_M,ABC_C,SBC_M,SBC_C,COB_M,COB_C,COGT_M,COGT_C,COGI_M,COGI_C,CGC_M,CGC_C,NAZRN_M,NAZRN_C,CCC_M,CCC_C,DOCIC_M,DOCIC_C,ARAPO_M,ARAPO_C,GRKAD_M,GRKAD_C,ERC_M,ERC_C,EUBC_M,EUBC_C,JEWS_M,JEWS_C,LDS_M,LDS_C,RLDS_M,RLDS_C,ALUTH_M,ALUTH_C,AELC_M,AELC_C,ELCA_M,ELCA_C,LCMS_M,LCMS_C,LUWS_M,LUWS_C,ULCA_M,ULCA_C,METH_M,METH_C,PCUS_M,PCUS_C,PCUSA_M,PCUSA_C,UPCNA_M,UPCNA_C,EPISC_M,EPISC_C,CRC_M,CRC_C,RCA_M,RCA_C,CATH_M,CATH_C,ACC_M,ACC_C,LAU_M,LAU_C,AMANA_M,AMANA_C,BAHAI_M,BAHAI_C,BAPGC_M,BAPGC_C,CUBA_M,CUBA_C,NABGC_M,NABGC_C,SDBGC_M,SDBGC_C,UNBAP_M,UNBAP_C,BPC_M,BPC_C,BRETO_M,BRETO_C,BRETP_M,BRETP_C,COGDU_M,COGDU_C,PLYBR_M,PLYBR_C,BRCHR_M,BRCHR_C,COCUS_M,COCUS_C,NJUSA_M,NJUSA_C,GCNJ_M,GCNJ_C,DIVSC_M,DIVSC_C,ACROC_M,ACROC_C,BEOC_M,BEOC_C,ECC_M,ECC_C,EFCA_M,EFCA_C,EMCCA_M,EMCCA_C,ACCA_M,ACCA_C,COG_M,COG_C,MISSB_M,MISSB_C,MCA_M,MCA_C,RSFC_M,RSFC_C,RSFGC_M,RSFGC_C,RSFF_M,RSFF_C,RSFPV_M,RSFPV_C,CYMF_M,CYMF_C,OYMFC_M,OYMFC_C,UCAMM_M,UCAMM_C,FSQU_M,FSQU_C,BICK_M,BICK_C,CUTLR_M,CUTLR_C,UELC_M,UELC_C,SELC_M,SELC_C,NEGM_M,NEGM_C,LUTHB_M,LUTHB_C,AELC_M2,AELC_C2,LUTHES_M,LUTHES_C,FINNL_M,FINNL_C,FINNS_M,FINNS_C,EVMEN_M,EVMEN_C,COMEN_M,COMEN_C,HUTTB_M,HUTTB_C,MENB_M,MENB_C,MENN_M,MENN_C,OOAMC_M,OOAMC_C,OOMEN_M,OOMEN_C,MENRE_M,MENRE_C,STMEN_M,STMEN_C,UMISS_M,UMISS_C,FMETH_M,FMETH_C,HMETH_M,HMETH_C,LRMET_M,LRMET_C,PRMET_M,PRMET_C,PRFRN_M,PRFRN_C,ZUAC_M,ZUAC_C,WESLN_M,WESLN_C,BOHMN_M,BOHMN_C,MORAV_M,MORAV_C,OCATH_M,OCATH_C,OBSC_M,OBSC_C,PENT_M,PENT_C,PENTH_M,PENTH_C,PILGH_M,PILGH_C,ARRPS_M,ARRPS_C,CPCH_M,CPCH_C,RECH_M,RECH_C,SOCBR_M,SOCBR_C,NSAC_M,NSAC_C,UNCHU_M,UNCHU_C,UBC_M,UBC_C,UCHRC_M,UCHRC_C,UCA_M,UCA_C,VEDS_M,VEDS_C,VLNTR_M,VLNTR_C,CGP_M,CGP_C
862,"Chautauqua, KS",20,19,7376,2489,26,13,1,157,4,656,4,79,1,0,0,0,0,0,0,0,0,14,1,0,0,429,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,894,7,0,0,47,1,0,0,177,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
863,"Cherokee, KS",20,21,25144,8973,60,51,1,362,4,837,4,1975,11,0,0,26,2,33,1,0,1,81,3,0,0,1386,6,0,0,0,0,0,0,71,1,0,0,0,0,146,2,0,0,0,0,0,0,15,1,0,0,0,0,1977,11,0,0,601,4,0,0,91,3,0,0,0,0,1275,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
864,"Cheyenne, KS",20,23,5668,3135,17,13,1,51,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426,1,0,0,0,0,0,0,66,1,0,0,0,0,0,0,1047,3,0,0,0,0,122,1,0,0,0,0,1114,4,0,0,0,0,0,0,0,0,0,0,0,0,235,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
865,"Clark, KS",20,25,3946,1992,15,0,0,30,1,62,1,0,0,0,0,0,0,70,2,0,0,0,0,0,0,435,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,0,0,0,845,3,0,0,183,1,38,1,0,0,0,0,0,0,295,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
866,"Clay, KS",20,27,11697,5506,32,0,0,29,1,400,1,0,0,0,0,0,0,0,0,0,0,0,0,108,1,228,2,0,0,0,0,0,0,465,5,0,0,0,0,0,0,0,0,134,1,0,0,448,1,0,0,0,0,1701,7,0,0,1336,4,40,1,261,2,0,0,0,0,175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
867,"Cloud, KS",20,29,16104,9160,47,0,0,31,1,571,2,0,0,0,0,0,0,0,0,0,0,23,1,0,0,685,4,0,0,0,0,0,0,606,2,0,0,0,0,0,0,0,0,0,0,197,1,0,0,0,0,253,1,1658,7,0,0,696,3,115,1,96,1,0,0,0,0,3689,10,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,0,0,306,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,2,0,0,0,0,0,0,0,0,0,0
868,"Coffey, KS",20,31,10408,4582,30,0,0,40,1,252,2,49,1,73,2,0,0,0,0,0,0,0,0,0,0,919,5,0,0,0,0,0,0,117,1,0,0,0,0,0,0,0,0,0,0,0,0,280,2,0,0,0,0,2260,10,0,0,44,1,0,0,40,1,0,0,0,0,370,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
869,"Comanche, KS",20,33,3888,2361,13,0,0,57,1,260,2,0,0,0,0,0,0,16,1,0,0,0,0,0,0,359,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1045,4,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
870,"Cowley, KS",20,35,36905,17648,62,39,1,156,2,2222,4,818,5,0,0,22,1,161,2,0,1,183,3,98,1,3661,6,0,0,0,0,0,0,763,3,0,0,0,0,65,2,0,0,0,0,0,0,627,2,0,0,0,0,4542,14,0,0,2119,5,156,1,661,2,0,0,0,0,1202,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,2,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"Crawford, KS",20,37,40231,19043,74,124,3,242,2,1520,4,422,5,162,1,35,1,13,1,0,3,300,3,0,0,2763,10,0,0,0,0,0,0,229,1,0,0,0,0,253,1,223,1,0,0,0,0,925,4,0,0,0,0,4209,15,0,0,1029,4,400,1,358,2,0,0,0,0,5742,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,75,2
872,"Decatur, KS",20,39,6185,2887,25,28,1,86,2,0,1,0,0,0,0,0,0,0,0,0,0,21,2,0,0,307,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,1,0,0,84,1,1156,9,0,0,158,1,0,0,21,1,0,0,0,0,650,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
873,"Dickinson, KS",20,41,21190,11802,64,153,3,0,1,0,0,0,0,205,2,0,0,36,1,0,0,63,3,0,0,990,4,0,0,0,0,365,2,425,2,0,0,0,0,0,0,615,2,24,1,0,0,966,4,0,0,613,2,3569,12,0,0,1186,6,0,0,181,2,0,0,0,0,1793,6,0,0,0,0,0,0,0,0,0,0,0,0,231,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,229,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,61,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,1,0,0,0,0,0,0,0,0,0,0
874,"Doniphan, KS",20,43,10499,5994,39,50,1,52,2,1034,7,0,0,0,0,0,0,0,0,0,1,0,0,76,2,932,7,0,0,0,0,135,1,170,1,0,0,0,0,205,1,0,0,0,0,0,0,284,1,0,0,505,1,1197,6,0,0,239,1,0,0,0,0,0,0,0,0,1115,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,"Douglas, KS",20,45,34086,11090,47,58,1,192,2,569,1,146,2,219,2,0,0,52,1,0,2,135,1,850,1,1006,3,0,0,0,0,255,2,909,7,0,0,0,0,113,1,0,0,0,0,0,0,257,1,0,0,1085,1,3298,9,0,0,818,4,0,0,588,1,0,0,0,0,453,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
876,"Edwards, KS",20,47,5936,3035,21,0,0,10,1,57,2,0,0,0,0,0,0,23,1,0,1,0,0,222,1,302,2,0,0,0,0,0,0,132,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1153,5,0,0,0,0,0,0,65,1,0,0,0,0,1045,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,"Elk, KS",20,49,6679,2584,19,0,0,7,1,316,2,0,0,0,0,0,0,0,0,0,0,38,2,0,0,444,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,8,0,0,96,1,0,0,0,0,0,0,0,0,273,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
878,"Ellis, KS",20,51,19043,14468,28,0,0,20,1,240,1,0,0,0,0,0,0,0,0,0,0,52,1,217,1,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,1,0,0,0,0,76,1,0,0,816,2,1152,2,0,0,381,1,0,0,284,3,0,0,0,0,10937,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
879,"Ellsworth, KS",20,53,8465,4664,21,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290,1,0,0,0,0,0,0,0,0,281,1,0,0,0,0,1409,3,0,0,146,1,609,5,0,0,675,3,0,0,89,2,0,0,0,0,1159,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,"Finney, KS",20,55,15092,7834,27,86,1,139,3,243,2,46,1,326,2,0,0,51,1,0,1,177,2,414,1,910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,1,0,0,0,0,273,1,0,0,0,0,1748,3,0,0,526,2,0,0,362,1,0,0,0,0,2368,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
881,"Ford, KS",20,57,19670,11129,37,15,1,80,2,752,1,0,0,15,1,0,0,30,1,0,0,218,2,148,1,1923,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,2,0,0,0,0,589,3,0,0,0,0,2476,4,0,0,1227,4,0,0,314,1,0,0,0,0,2991,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
882,"Franklin, KS",20,59,19928,8766,49,66,1,179,3,2004,9,0,0,173,1,0,0,0,0,0,0,50,1,80,1,560,4,0,0,0,0,0,0,114,2,0,0,0,0,0,0,0,0,0,0,0,0,105,1,0,0,0,0,3734,14,0,0,183,2,264,2,156,2,0,0,0,0,979,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,2,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
883,"Geary, KS",20,61,21671,6653,21,46,1,35,1,0,0,85,1,0,0,0,0,50,1,0,1,42,1,99,1,514,1,0,0,0,0,191,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,553,2,0,0,0,0,207,1,0,0,711,1,0,0,621,2,0,0,0,0,3364,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,1,0,0,0,0,0,0
884,"Gove, KS",20,63,4447,2629,8,0,0,0,0,0,0,0,0,380,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,697,4,0,0,0,0,0,0,0,0,0,0,0,0,1552,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
885,"Graham, KS",20,65,5020,2096,18,0,0,127,3,0,0,53,1,0,0,0,0,37,1,0,0,0,0,0,0,160,1,0,0,0,0,0,0,0,0,0,0,0,0,50,1,47,1,0,0,0,0,0,0,0,0,0,0,752,6,0,0,175,1,0,0,15,1,0,0,0,0,680,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
886,"Grant, KS",20,67,4638,1644,9,0,0,77,1,374,1,110,1,0,0,0,0,75,1,0,0,41,1,0,0,200,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,1,0,0,0,0,0,0,0,0,0,0,0,0,141,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
